,date,DRIV종가,DRIV거래량,ACDC종가,ACDC거래량,kars,kars_거래량,kars_volatility,batt,batt_거래량,batt_volatility
275,2021-02-01,26.6,1030.0,0.185,2390.0,44.34,70.51,2.83,17.53,217.49,2.69
276,2021-01-29,25.9,1630.0,0.19,3600.0,43.12,63.4,-2.29,17.07,277.27,-3.94
277,2021-01-28,26.7,1190.0,0.195,5580.0,44.13,60.87,1.1,17.77,317.5,-0.84
278,2021-01-27,26.89,1860.0,0.185,5620.0,43.65,130.38,-4.21,17.92,311.5,-3.76
279,2021-01-26,27.78,1420.0,0.2,5570.0,45.57,133.82,0.93,18.62,165.37,0.16
280,2021-01-25,27.8,2240.0,0.22,7510.0,45.15,91.47,-1.2,18.59,399.53,0.54
281,2021-01-22,27.76,2220.0,0.23,7740.0,45.7,80.52,0.59,18.49,184.23,0.6
282,2021-01-21,27.85,3220.0,0.24,7500.0,45.43,78.46,0.24,18.38,427.85,1.16
283,2021-01-20,27.56,2690.0,0.23,6630.0,45.32,113.82,0.89,18.17,183.3,2.6
284,2021-01-19,27.23,4120.0,0.25,12260.0,44.92,117.24,2.44,17.71,154.57,0.74
285,2021-01-15,26.4,1040.0,0.19,5530.0,43.85,101.35,-2.79,17.58,228.28,-2.71
286,2021-01-14,27.08,1090.0,0.185,9040.0,45.11,131.54,-0.24,18.07,290.6,-0.06
287,2021-01-13,26.92,1580.0,0.2,17900.0,45.22,148.58,-1.09,18.08,176.02,-0.71
288,2021-01-12,26.94,1190.0,0.18,20560.0,45.72,152.21,3.91,18.21,310.33,2.48
289,2021-01-11,26.31,1260.0,0.2,32950.0,44.0,119.1,-0.9,17.77,288.56,-2.04
290,2021-01-08,26.5,2170.0,0.235,89310.0,44.4,224.6,1.83,18.14,423.03,-1.2
291,2021-01-07,25.98,1580.0,0.165,57420.0,43.6,151.03,4.53,18.36,344.61,4.97
292,2021-01-06,24.91,1270.0,0.08,30130.0,41.71,110.21,0.7,17.49,451.98,-1.52
293,2021-01-05,24.59,744.81,0.045,835.76,41.42,121.32,1.07,17.76,704.16,6.28
294,2021-01-04,24.01,1050.0,0.04,8470.0,40.98,167.54,1.76,16.71,360.21,5.69
295,2020-12-31,23.97,360.34,0.045,10210.0,40.27,32.45,0.12,15.81,165.91,0.19
296,2020-12-30,23.97,409.79,0.03,261.44,40.22,39.72,2.31,15.78,136.97,3.0
297,2020-12-29,23.56,420.3,0.035,657.4,39.31,45.77,-0.53,15.32,135.82,-1.03
298,2020-12-28,23.69,615.42,,,39.52,28.99,-0.63,15.48,173.75,1.34
299,2020-12-24,23.6,183.5,0.03,117.0,39.77,21.48,-0.27,15.27,59.31,0.22
300,2020-12-23,23.62,419.94,0.035,547.53,39.88,61.12,1.3,15.24,123.36,0.77
301,2020-12-22,23.4,565.97,0.035,281.01,39.37,77.94,0.03,15.13,206.14,-0.88
302,2020-12-21,23.26,359.54,0.035,524.7,39.36,55.66,-0.25,15.26,145.14,1.6
303,2020-12-18,23.29,374.09,0.03,358.59,39.46,48.33,0.8,15.02,87.6,0.77
304,2020-12-17,23.39,284.7,0.035,399.72,39.15,70.61,0.5,14.9,123.98,1.39
305,2020-12-16,23.22,416.2,0.035,1940.0,38.95,66.99,0.31,14.7,53.42,1.17
306,2020-12-15,23.27,304.9,0.035,157.2,38.83,61.35,2.97,14.53,86.74,1.86
307,2020-12-14,22.68,291.35,0.035,2100.0,37.71,41.86,0.91,14.27,42.36,0.88
308,2020-12-11,22.56,385.14,0.03,2360.0,37.37,53.3,-2.3,14.14,51.4,-0.63
309,2020-12-10,22.91,246.87,0.035,1960.0,38.25,38.69,0.57,14.23,93.61,0.57
310,2020-12-09,22.81,612.53,0.035,1280.0,38.03,53.88,-2.9,14.15,142.52,-1.6
311,2020-12-08,23.14,532.36,0.04,2230.0,39.17,55.8,1.74,14.38,104.44,1.34
312,2020-12-07,22.89,656.45,0.038,1950.0,38.5,72.76,-0.03,14.19,125.74,1.36
313,2020-12-04,22.85,398.37,0.04,1420.0,38.51,76.53,1.45,14.0,78.06,0.79
314,2020-12-03,22.28,388.52,0.04,451.55,37.96,69.17,-0.16,13.89,93.07,0.87
315,2020-12-02,22.19,351.28,0.04,576.48,38.02,33.89,-0.6,13.77,107.53,-0.22
316,2020-12-01,22.16,320.11,0.04,1010.0,38.25,55.51,0.0,13.8,226.28,0.73
317,2020-11-30,21.81,460.14,0.035,1850.0,38.25,252.14,-1.11,13.7,133.42,-2.54
318,2020-11-27,22.1,320.87,0.04,431.05,38.68,69.57,0.42,14.06,87.37,0.7
319,2020-11-25,22.02,476.14,0.04,1440.0,38.52,114.17,-0.23,13.96,79.92,-1.97
320,2020-11-24,22.13,770.35,0.04,4000.0,38.61,106.31,1.21,14.24,212.07,2.3
321,2020-11-23,21.64,527.21,0.045,3450.0,38.15,121.34,4.92,13.92,127.12,4.96
322,2020-11-20,20.98,300.22,0.04,1460.0,36.36,66.75,1.04,13.26,79.96,1.97
323,2020-11-19,20.93,229.72,0.04,2860.0,35.99,28.33,1.66,13.01,48.39,1.62
324,2020-11-18,20.77,296.15,0.045,4570.0,35.4,87.26,0.28,12.8,43.24,-0.62
325,2020-11-17,20.84,233.24,0.04,3450.0,35.3,39.17,-0.03,12.88,53.45,0.94
326,2020-11-16,20.83,431.88,0.04,3180.0,35.31,53.93,2.56,12.76,83.69,1.84
327,2020-11-13,20.23,169.82,0.045,2450.0,34.43,26.14,1.18,12.53,44.27,0.89
328,2020-11-12,19.78,188.15,0.05,9220.0,34.03,49.55,0.9,12.42,48.38,1.97
329,2020-11-11,19.95,125.95,0.045,6030.0,33.72,20.22,0.58,12.18,53.21,-1.3
330,2020-11-10,19.73,305.91,0.045,6970.0,33.53,24.87,-1.06,12.34,69.42,-2.91
331,2020-11-09,19.78,255.26,0.04,1170.0,33.89,42.41,1.35,12.71,131.85,2.75
332,2020-11-06,19.34,193.53,0.05,1330.0,33.44,18.61,0.9,12.37,29.28,0.58
333,2020-11-05,19.3,334.94,0.055,674.22,33.14,39.23,4.21,12.3,29.2,5.03
334,2020-11-04,18.43,80.54,0.065,392.32,31.8,27.24,1.92,11.71,29.08,2.0
335,2020-11-03,18.28,108.9,0.07,1410.0,31.2,16.93,3.19,11.48,17.76,1.95
336,2020-11-02,17.75,118.78,0.075,1560.0,30.24,14.2,2.61,11.26,22.07,3.47
337,2020-10-30,17.42,79.71,0.07,2510.0,29.47,21.5,-2.24,10.88,6.28,-0.89
338,2020-10-29,17.69,79.58,0.065,1300.0,30.14,16.23,3.2,10.98,7.57,2.34
339,2020-10-28,17.2,84.37,0.055,3890.0,29.21,38.07,-3.77,10.73,13.44,-2.02
340,2020-10-27,17.82,38.66,0.06,6520.0,30.35,10.39,0.03,10.95,8.55,0.88
341,2020-10-26,17.89,66.16,,,30.34,15.11,-2.02,10.85,15.44,-0.82
342,2020-10-23,18.24,52.33,,,30.97,8.26,0.28,10.94,8.28,-0.78
343,2020-10-22,18.26,90.03,,,30.88,13.76,-0.39,11.03,13.52,0.64
344,2020-10-21,18.1,49.59,,,31.0,9.91,-0.37,10.96,13.11,-0.68
345,2020-10-20,18.08,43.08,,,31.11,7.3,0.66,11.03,8.75,2.37
346,2020-10-19,17.99,56.56,,,30.91,19.03,-1.09,10.78,14.83,-1.1
347,2020-10-16,18.15,80.55,,,31.25,6.29,0.42,10.9,13.06,-1.31
348,2020-10-15,18.15,82.75,,,31.12,26.33,-1.08,11.05,9.29,-0.38
349,2020-10-14,18.19,70.04,,,31.46,31.47,0.51,11.09,6.74,0.98
350,2020-10-13,18.12,79.1,,,31.3,18.97,-1.26,10.98,14.88,-1.35
351,2020-10-12,18.25,90.91,,,31.7,16.31,1.99,11.13,100.0,-0.8
352,2020-10-09,18.09,77.45,,,31.08,25.56,0.91,11.22,9.67,0.9
353,2020-10-08,18.0,87.97,,,30.8,17.04,0.16,11.12,19.44,0.72
354,2020-10-07,17.86,69.75,,,30.75,8.15,2.5,11.04,16.53,2.41
355,2020-10-06,17.35,169.05,,,30.0,11.65,-0.4,10.78,33.75,-1.97
356,2020-10-05,17.49,246.63,,,30.12,7.1,2.55,11.0,38.22,3.94
357,2020-10-02,17.01,61.5,,,29.37,12.46,-1.44,10.58,25.6,1.54
358,2020-10-01,17.15,63.37,,,29.8,8.52,1.56,10.42,11.13,0.87
359,2020-09-30,16.93,46.64,,,29.34,6.92,1.31,10.33,12.78,1.57
360,2020-09-29,16.75,78.87,,,28.96,8.11,0.93,10.17,10.71,0.99
361,2020-09-28,16.72,76.04,,,28.69,11.18,2.67,10.07,8.73,2.34
362,2020-09-25,16.29,58.08,,,27.95,9.75,0.43,9.84,7.2,1.23
363,2020-09-24,16.12,80.54,,,27.83,9.62,0.18,9.72,17.03,-1.32
364,2020-09-23,16.15,60.54,,,27.78,9.89,-3.21,9.85,60.82,-6.9
365,2020-09-22,16.7,74.83,,,28.7,8.21,0.17,10.58,11.83,-1.31
366,2020-09-21,16.67,76.09,,,28.65,8.87,-2.11,10.72,33.86,-4.11
367,2020-09-18,17.1,35.64,,,29.27,10.63,-0.38,11.18,19.41,1.08
368,2020-09-17,17.17,54.72,,,29.38,7.54,-0.34,11.06,13.67,0.55
369,2020-09-16,17.25,67.63,,,29.48,11.34,-0.3,11.0,16.71,1.1
370,2020-09-15,17.29,81.18,,,29.57,18.75,1.02,10.88,11.58,1.68
371,2020-09-14,17.1,33.01,,,29.27,17.18,1.95,10.7,23.58,2.88
372,2020-09-11,16.68,45.87,,,28.71,3.76,0.32,10.4,5.11,1.17
373,2020-09-10,16.62,51.4,,,28.62,9.64,-1.82,10.28,9.63,-1.72
374,2020-09-09,16.86,69.32,,,29.15,11.16,1.99,10.46,10.26,0.67
375,2020-09-08,16.53,76.32,,,28.58,15.75,-2.49,10.39,8.13,-1.56
376,2020-09-04,17.08,71.48,,,29.31,18.61,1.21,10.56,12.19,0.33
377,2020-09-03,17.03,196.23,,,28.96,37.06,-4.89,10.52,36.05,-3.4
378,2020-09-02,17.77,122.61,,,30.45,16.78,0.67,10.89,13.77,0.83
379,2020-09-01,17.64,149.1,,,30.25,7.04,1.5,10.8,22.28,1.6
380,2020-08-31,17.36,109.55,,,29.8,13.29,-0.17,10.63,15.26,0.09
381,2020-08-28,17.33,60.81,,,29.85,37.07,1.19,10.63,15.63,2.16
382,2020-08-27,17.16,84.2,,,29.5,9.77,-0.97,10.4,12.11,0.48
383,2020-08-26,17.17,67.54,,,29.79,13.83,0.61,10.35,10.41,-0.1
384,2020-08-25,16.99,48.66,,,29.61,13.09,1.23,10.36,27.99,-1.8
385,2020-08-24,16.85,183.56,,,29.25,15.26,0.41,10.55,7.52,0.67
386,2020-08-21,16.55,28.89,,,29.13,13.61,0.1,10.48,7.35,-0.85
387,2020-08-20,16.6,31.52,,,29.1,8.99,-1.02,10.57,9.8,-1.58
388,2020-08-19,16.69,50.29,,,29.4,13.15,-0.37,10.74,9.95,0.37
389,2020-08-18,16.72,51.93,,,29.51,21.17,0.34,10.7,16.54,-0.65
390,2020-08-17,16.77,71.21,,,29.41,24.45,1.76,10.77,22.49,2.04
391,2020-08-14,16.61,28.19,,,28.9,4.27,-0.48,10.56,9.16,0.14
392,2020-08-13,16.6,68.02,,,29.04,12.51,-0.17,10.54,13.04,-0.85
393,2020-08-12,16.85,107.42,,,29.09,11.0,1.18,10.63,10.16,-0.75
394,2020-08-11,16.52,113.82,,,28.75,14.98,-0.55,10.71,16.67,-0.19
395,2020-08-10,16.52,43.66,,,28.91,12.92,0.84,10.73,21.05,-0.09
396,2020-08-07,16.2,21.88,,,28.67,10.3,-1.17,10.74,10.17,-1.83
397,2020-08-06,16.33,42.72,,,29.01,12.11,1.01,10.94,17.42,1.48
398,2020-08-05,16.25,77.32,,,28.72,14.21,1.06,10.78,25.11,3.45
399,2020-08-04,16.1,54.09,,,28.42,13.0,1.72,10.42,13.2,2.66
400,2020-08-03,15.89,73.68,,,27.94,17.1,3.02,10.15,4.65,1.4
401,2020-07-31,15.48,22.68,,,27.12,4.28,-0.95,10.01,24.26,-2.34
402,2020-07-30,15.73,16.51,,,27.38,4.79,-1.41,10.25,25.12,-1.44
403,2020-07-29,15.82,24.94,,,27.77,6.5,0.98,10.4,7.7,0.0
404,2020-07-28,15.65,30.97,,,27.5,6.66,-0.76,10.4,30.25,0.29
405,2020-07-27,15.85,49.68,,,27.71,6.51,1.17,10.37,19.19,3.29
406,2020-07-24,15.56,18.4,,,27.39,5.73,-0.67,10.04,22.46,-1.08
407,2020-07-23,15.83,22.93,,,27.57,9.87,-1.08,10.15,28.8,0.3
408,2020-07-22,16.05,18.72,,,27.87,5.53,0.07,10.12,13.36,-1.17
409,2020-07-21,15.94,49.44,,,27.85,8.03,-0.32,10.24,22.63,0.74
410,2020-07-20,16.05,39.99,,,27.94,11.1,1.38,10.17,10.91,2.21
411,2020-07-17,15.78,12.24,,,27.56,10.68,0.88,9.94,4.54,0.96
412,2020-07-16,15.69,22.01,,,27.32,9.46,-1.48,9.85,21.86,-1.89
413,2020-07-15,15.92,32.14,,,27.73,13.2,1.05,10.04,6.05,0.3
414,2020-07-14,15.62,27.49,,,27.44,7.56,0.71,10.01,7.05,-0.99
415,2020-07-13,15.4,53.63,,,27.25,18.66,-0.37,10.11,52.09,3.37
416,2020-07-10,15.48,26.35,,,27.35,10.79,1.11,9.78,5.19,0.51
417,2020-07-09,15.22,24.0,,,27.05,13.88,0.56,9.73,7.45,-1.01
418,2020-07-08,15.25,26.09,,,26.9,12.0,1.39,9.83,18.69,1.65
419,2020-07-07,15.17,25.16,,,26.53,31.5,-1.81,9.67,20.24,-1.02
420,2020-07-06,15.4,53.87,,,27.02,9.33,5.14,9.77,19.19,5.85
421,2020-07-02,14.76,24.13,,,25.7,9.19,1.98,9.23,3.53,1.21
422,2020-07-01,14.45,16.23,,,25.2,5.43,-0.19,9.12,6.58,0.66
423,2020-06-30,14.55,25.46,,,25.25,11.99,1.53,9.06,6.92,1.12
424,2020-06-29,14.32,21.6,,,24.87,6.48,1.71,8.96,6.95,0.85
425,2020-06-26,14.03,19.5,,,24.45,5.01,-1.65,8.88,32.59,-1.39
426,2020-06-25,14.33,10.84,,,24.86,10.5,-0.36,9.01,14.8,0.67
427,2020-06-24,14.21,30.47,,,24.95,10.34,-2.16,8.95,6.42,-2.72
428,2020-06-23,14.61,28.95,,,25.5,10.12,1.59,9.2,9.0,1.48
429,2020-06-22,14.43,33.47,,,25.1,7.01,0.0,9.07,3.89,0.62
430,2020-06-19,14.35,15.09,,,25.1,5.63,-0.11,9.01,5.02,-0.44
431,2020-06-18,14.41,16.47,,,25.13,6.4,-0.53,9.05,4.03,-0.66
432,2020-06-17,14.41,11.81,,,25.26,5.96,-0.54,9.11,3.02,-0.11
433,2020-06-16,14.41,15.91,,,25.4,12.6,1.72,9.12,7.07,3.87
434,2020-06-15,14.21,27.11,,,24.97,9.9,0.72,8.78,4.83,-1.53
435,2020-06-12,14.12,22.12,,,24.79,8.06,1.19,8.92,4.58,1.79
436,2020-06-11,13.77,68.22,,,24.5,24.18,-6.13,8.76,11.37,-7.1
437,2020-06-10,14.96,34.1,,,26.1,8.53,1.44,9.43,9.98,-0.74
438,2020-06-09,14.9,47.54,,,25.73,20.44,-1.04,9.5,7.19,-1.86
439,2020-06-08,15.11,42.49,,,26.0,15.07,0.97,9.68,9.58,1.89
440,2020-06-05,14.82,30.99,,,25.75,8.99,3.08,9.5,11.78,3.26
441,2020-06-04,14.33,21.05,,,24.98,4.74,-0.56,9.2,8.96,0.99
442,2020-06-03,14.29,19.05,,,25.12,7.36,3.04,9.11,7.21,2.47
443,2020-06-02,13.91,14.11,,,24.38,2.22,1.58,8.89,3.93,1.95
444,2020-06-01,13.77,11.8,,,24.0,8.16,1.87,8.72,7.34,3.56
445,2020-05-29,13.52,9.35,,,23.56,2.5,1.13,8.42,22.71,-0.36
446,2020-05-28,13.43,14.27,,,23.3,2.36,-1.24,8.45,9.28,0.72
447,2020-05-27,13.72,63.39,,,23.59,1.93,-0.21,8.39,38.41,1.82
448,2020-05-26,13.44,27.59,,,23.64,3.35,4.28,8.24,19.74,2.49
449,2020-05-22,13.08,10.68,,,22.67,1.27,0.03,8.04,5.37,-1.23
450,2020-05-21,13.11,24.59,,,22.66,1.56,-1.85,8.14,3.35,-1.21
451,2020-05-20,13.28,8.37,,,23.09,22.17,1.49,8.24,5.98,3.52
452,2020-05-19,12.97,17.82,,,22.75,1.49,0.44,7.96,9.82,-1.0
453,2020-05-18,13.02,16.19,,,22.65,3.41,3.95,8.04,3.14,4.01
454,2020-05-15,12.39,6.1,,,21.79,1.96,1.02,7.73,2.58,0.78
455,2020-05-14,12.37,7.07,,,21.57,1.94,1.36,7.67,2.14,-0.52
456,2020-05-13,12.22,11.15,,,21.28,4.65,-4.65,7.71,2.79,-0.61
457,2020-05-12,12.56,15.29,,,22.32,1.27,-1.12,7.76,1.61,-2.3
458,2020-05-11,12.89,27.38,,,22.57,9.97,-0.04,7.94,4.79,-0.13
459,2020-05-08,12.81,8.53,,,22.58,1.17,2.57,7.95,1.57,2.45
460,2020-05-07,12.43,17.34,,,22.01,3.44,1.02,7.76,2.77,1.57
461,2020-05-06,12.31,8.76,,,21.79,1.61,1.07,7.64,1.75,1.46
462,2020-05-05,12.31,8.95,,,21.56,9.67,1.7,7.53,3.84,0.8
463,2020-05-04,12.22,7.85,,,21.2,2.29,0.95,7.47,2.35,-0.53
464,2020-05-01,12.14,17.89,,,21.0,4.95,-4.11,7.51,2.46,-3.59
465,2020-04-30,12.69,11.21,,,21.9,9.27,-2.23,7.79,9.66,-1.02
466,2020-04-29,12.93,13.31,,,22.4,6.91,4.68,7.87,6.68,2.95
467,2020-04-28,12.45,12.98,,,21.4,22.17,0.98,7.64,13.06,0.32
468,2020-04-27,12.48,21.92,,,21.19,2.69,0.28,7.62,2.8,2.42
469,2020-04-24,12.14,14.25,,,21.13,18.62,0.21,7.44,0.83,1.03
470,2020-04-23,11.95,10.87,,,21.09,15.59,0.87,7.36,1.53,0.75
471,2020-04-22,11.94,12.99,,,20.91,1.76,2.78,7.31,3.86,2.09
472,2020-04-21,11.55,23.77,,,20.34,7.79,-2.77,7.16,31.18,-4.02
473,2020-04-20,12.05,15.73,,,20.92,2.25,-0.38,7.46,4.84,-1.54
474,2020-04-17,12.28,13.63,,,21.0,2.14,2.3,7.58,0.62,3.16
475,2020-04-16,11.94,6.22,,,20.53,52.76,1.36,7.35,2.38,-1.41
476,2020-04-15,11.88,11.37,,,20.25,2.76,-3.57,7.45,5.57,-3.5
477,2020-04-14,12.33,12.31,,,21.0,23.47,3.81,7.72,29.38,3.69
478,2020-04-13,11.88,16.07,,,20.23,3.52,-0.68,7.45,3.31,-1.45
479,2020-04-09,11.93,13.34,,,20.37,3.3,1.84,7.55,1.15,2.36
480,2020-04-08,11.76,6.25,,,20.0,51.93,2.46,7.38,2.07,3.08
481,2020-04-07,11.58,15.75,,,19.52,3.83,1.3,7.16,24.19,1.13
482,2020-04-06,11.41,8.71,,,19.27,2.55,8.55,7.08,1.88,5.71
483,2020-04-03,10.47,7.41,,,17.75,1.36,-1.58,6.7,4.29,-1.63
484,2020-04-02,10.61,4.84,,,18.04,3.65,1.84,6.81,2.66,4.58
485,2020-04-01,10.52,11.76,,,17.71,0.85,-6.14,6.51,3.28,-2.54
486,2020-03-31,11.06,78.87,,,18.87,1.28,0.77,6.68,15.36,0.75
487,2020-03-30,11.19,24.62,,,18.73,9.3,-0.4,6.63,4.23,1.07
488,2020-03-27,11.24,25.96,0.06,223.55,18.8,8.31,-4.28,6.56,10.97,-6.42
489,2020-03-26,11.56,14.16,0.01,65.0,19.64,6.54,2.62,7.01,4.82,3.09
490,2020-03-25,11.07,23.93,,,19.14,5.56,3.52,6.8,14.08,3.03
491,2020-03-24,10.8,19.94,,,18.49,10.68,10.14,6.6,7.54,10.37
492,2020-03-23,9.77,21.06,,,16.79,5.09,0.0,5.98,3.69,-2.45
493,2020-03-20,9.82,22.17,,,16.79,1.31,-0.65,6.13,7.48,-5.23
494,2020-03-19,10.08,8.93,,,16.9,2.6,5.22,6.47,8.59,0.0
495,2020-03-18,9.9,22.5,0.01,1.25,16.06,4.81,-7.59,6.47,54.44,-8.74
496,2020-03-17,9.82,60.96,,,17.38,31.34,-0.17,7.09,3.23,4.26
497,2020-03-16,10.25,49.41,,,17.41,9.33,-12.91,6.8,7.26,-9.69
498,2020-03-13,11.65,16.53,0.015,11.16,19.99,6.41,5.71,7.53,11.09,4.44
499,2020-03-12,10.9,32.21,0.04,2.0,18.91,9.69,-10.59,7.21,13.83,-12.71
500,2020-03-11,12.21,12.52,0.01,41.0,21.15,1.76,-3.56,8.26,8.28,-7.19
501,2020-03-10,12.93,12.03,,,21.93,8.64,4.43,8.9,19.0,0.91
502,2020-03-09,12.18,24.06,,,21.0,9.68,-8.1,8.82,4.6,-5.47
503,2020-03-06,13.34,9.32,0.025,4.3,22.85,8.31,-1.89,9.33,6.24,-1.37
504,2020-03-05,13.64,10.51,,,23.29,11.1,-3.6,9.46,15.17,-3.47
505,2020-03-04,14.23,8.33,,,24.16,12.73,3.16,9.8,0.94,2.3
506,2020-03-03,13.87,19.95,,,23.42,14.73,-1.47,9.58,4.08,-0.73
507,2020-03-02,14.16,19.31,,,23.77,76.16,3.8,9.65,3.25,2.33
508,2020-02-28,13.64,41.32,0.025,2.6,22.9,15.95,-1.38,9.43,7.21,-2.98
509,2020-02-27,13.68,32.34,0.025,29.85,23.22,20.72,-4.41,9.72,37.9,-4.71
510,2020-02-26,14.35,23.8,,,24.29,8.71,-0.37,10.2,9.88,-0.87
511,2020-02-25,14.31,36.23,0.045,2.0,24.38,12.91,-1.1,10.29,8.55,0.19
512,2020-02-24,14.77,38.11,0.025,2.0,24.65,21.54,-5.27,10.27,17.06,-5.95
513,2020-02-21,15.48,29.56,,,26.02,14.48,-1.03,10.92,28.83,-1.97
514,2020-02-20,15.82,25.75,,,26.29,17.1,-0.53,11.14,60.07,-0.36
515,2020-02-19,15.88,14.92,0.04,53.15,26.43,26.7,2.05,11.18,9.1,-1.06
516,2020-02-18,15.62,25.06,0.03,6.76,25.9,16.27,1.09,11.3,8.68,-0.88
517,2020-02-14,15.68,18.97,,,25.62,4.88,-0.43,11.4,7.6,-0.09
518,2020-02-13,15.75,44.79,,,25.73,4.99,0.16,11.41,12.37,-1.47
519,2020-02-12,15.85,40.76,0.035,20.5,25.69,8.78,2.11,11.58,52.36,5.75
520,2020-02-11,15.59,34.94,,,25.16,9.36,1.08,10.95,3.49,1.3
521,2020-02-10,15.38,22.9,,,24.89,4.16,0.89,10.81,19.76,2.08
522,2020-02-07,15.2,17.8,,,24.67,4.49,-1.08,10.59,2.65,-3.29
523,2020-02-06,15.5,38.82,0.035,25.0,24.94,5.91,-0.16,10.95,12.95,-0.54
524,2020-02-05,15.47,47.75,0.03,9.16,24.98,18.69,0.93,11.01,131.27,1.19
525,2020-02-04,15.29,20.98,0.03,113.5,24.75,10.97,2.78,10.88,120.03,5.43
526,2020-02-03,14.81,14.83,0.025,1.6,24.08,4.28,2.73,10.32,6.2,-0.96
527,2020-01-31,14.59,6.21,,,23.44,10.2,-2.7,10.42,6.89,-1.23
528,2020-01-30,14.88,23.96,,,24.09,4.6,0.12,10.55,8.52,-2.5
529,2020-01-29,14.96,28.92,0.025,5.39,24.06,5.95,-0.37,10.82,4.51,-0.64
530,2020-01-28,15.02,19.74,0.025,7.0,24.15,3.84,0.25,10.89,7.57,-0.27
531,2020-01-27,14.83,24.06,0.025,58.09,24.09,18.44,-3.06,10.92,13.12,-2.5
532,2020-01-24,15.16,16.49,0.025,2.65,24.85,6.31,-0.44,11.2,7.45,-1.32
533,2020-01-23,15.33,15.2,,,24.96,49.66,-0.36,11.35,8.85,-1.65
534,2020-01-22,15.35,10.28,,,25.05,4.22,-0.2,11.54,8.76,0.7
535,2020-01-21,15.36,36.28,,,25.1,23.5,-0.04,11.46,14.34,-2.47
536,2020-01-17,15.53,9.95,,,25.11,8.09,0.64,11.75,13.86,0.34
537,2020-01-16,15.42,22.55,,,24.95,2.58,0.52,11.71,7.72,-0.09
538,2020-01-15,15.28,27.32,,,24.82,6.18,-0.72,11.72,16.48,-1.92
539,2020-01-14,15.39,28.07,0.025,30.0,25.0,11.52,0.2,11.95,22.26,2.66
540,2020-01-13,15.35,26.14,,,24.95,19.68,1.96,11.64,7.15,3.01
541,2020-01-10,15.1,18.87,0.025,1.9,24.47,3.26,-0.12,11.3,4.47,0.27
542,2020-01-09,15.14,35.07,,,24.5,16.34,0.62,11.27,20.75,0.63
543,2020-01-08,15.12,27.59,0.025,10.45,24.35,11.51,0.95,11.2,3.97,-0.62
544,2020-01-07,15.01,19.07,,,24.12,8.78,1.09,11.27,5.83,0.54
545,2020-01-06,14.9,12.13,0.025,5.0,23.86,4.56,0.04,11.21,6.8,0.09
546,2020-01-03,14.91,29.95,0.025,5.0,23.85,20.6,-1.12,11.2,5.05,0.0
547,2020-01-02,15.13,16.74,,,24.12,3.87,2.38,11.2,11.02,2.1
548,2019-12-31,14.79,5.79,,,23.56,1.11,0.34,10.97,11.22,0.73
549,2019-12-30,14.73,14.98,0.025,41.0,23.48,7.88,-0.68,10.89,12.62,-2.07
550,2019-12-27,14.88,24.58,0.02,12.0,23.64,15.2,-1.17,11.12,2.72,0.36
551,2019-12-26,14.92,9.4,,,23.92,1.61,0.34,11.08,5.9,0.54
552,2019-12-24,14.83,6.62,,,23.84,1.18,0.38,11.02,7.28,0.92
553,2019-12-23,14.8,8.55,0.015,43.0,23.75,2.08,-0.29,10.92,5.26,-0.36
554,2019-12-20,14.79,5.23,0.025,17.38,23.82,0.57,0.04,10.96,2.12,-0.18
555,2019-12-19,14.76,6.16,0.015,12.94,23.81,9.32,0.55,10.98,1.44,0.46
556,2019-12-18,14.74,2.87,0.015,12.0,23.68,0.8,0.04,10.93,0.57,-0.91
557,2019-12-17,14.74,2.95,0.015,16.0,23.67,3.18,0.64,11.03,1.57,1.38
558,2019-12-16,14.68,5.57,0.015,12.0,23.52,8.76,1.42,10.88,1.32,0.55
559,2019-12-13,14.55,7.06,,,23.19,0.97,0.17,10.82,2.8,0.84
560,2019-12-12,14.57,2.49,0.03,6.1,23.15,159.97,1.58,10.73,2.24,1.8
561,2019-12-11,14.32,4.43,,,22.79,56.18,0.97,10.54,0.78,0.48
562,2019-12-10,14.13,2.11,0.03,7.86,22.57,27.44,0.0,10.49,0.99,0.48
563,2019-12-09,14.11,4.93,,,22.57,4.1,-0.53,10.44,0.32,-0.1
564,2019-12-06,14.16,1.38,0.02,71.0,22.69,1.82,1.39,10.45,1.36,1.26
565,2019-12-05,13.95,3.71,0.015,2.0,22.38,1.56,0.18,10.32,0.83,-0.1
566,2019-12-04,13.98,18.06,0.015,9.0,22.34,0.68,1.13,10.33,0.45,1.27
567,2019-12-03,13.85,12.54,,,22.09,1.78,-0.5,10.2,2.38,-1.35
568,2019-12-02,14.05,4.58,,,22.2,2.37,-1.38,10.34,3.3,-0.67
569,2019-11-29,14.14,6.01,,,22.51,0.78,-0.49,10.41,10.38,-1.42
570,2019-11-27,14.29,1.64,,,22.62,0.13,0.4,10.56,0.69,0.86
571,2019-11-26,14.25,1.87,0.02,2.39,22.53,1.93,0.4,10.47,1.58,0.1
572,2019-11-25,14.25,73.05,,,22.44,1.73,0.45,10.46,4.15,1.36
573,2019-11-22,14.05,1.27,,,22.34,1.72,0.95,10.32,2.12,0.19
574,2019-11-21,14.02,3.43,,,22.13,1.21,-0.67,10.3,0.84,-0.87
575,2019-11-20,14.05,76.77,0.015,30.1,22.28,1.97,-0.85,10.39,1.2,-0.57
