,date,oli_price,oli_price_volatility,carbon_credits,carbon_credits_volatility
1692,2015-10-06,48.53,4.91,8.2,0.12
1693,2015-10-05,46.26,1.58,8.19,0.74
1694,2015-10-02,45.54,1.79,8.13,-0.25
1695,2015-10-01,44.74,-0.78,8.15,0.25
1696,2015-09-30,45.09,-0.31,8.13,2.14
1697,2015-09-29,45.23,1.8,7.96,0.76
1698,2015-09-28,44.43,-2.78,7.9,-1.0
1699,2015-09-25,45.7,1.76,7.98,-0.13
1700,2015-09-24,44.91,0.97,7.99,-0.75
1701,2015-09-23,44.48,-2.95,8.05,0.63
1702,2015-09-22,45.83,-1.82,8.0,0.5
1703,2015-09-21,46.68,4.48,7.96,-1.61
1704,2015-09-18,44.68,-4.73,8.09,-1.46
1705,2015-09-17,46.9,-0.53,8.21,0.0
1706,2015-09-16,47.15,5.74,8.21,0.74
1707,2015-09-15,44.59,1.34,8.15,-0.73
1708,2015-09-14,44.0,-1.41,8.21,-0.36
1709,2015-09-11,44.63,-2.81,8.24,-0.24
1710,2015-09-10,45.92,4.01,8.26,0.12
1711,2015-09-09,44.15,-3.9,8.25,0.36
1712,2015-09-08,45.94,2.77,8.22,1.99
1713,2015-09-07,44.7,-2.23,8.06,-0.12
1714,2015-09-06,45.72,-0.72,,
1715,2015-09-04,46.05,-1.5,8.07,-0.98
1716,2015-09-03,46.75,1.08,8.15,0.62
1717,2015-09-02,46.25,1.85,8.1,1.38
1718,2015-09-01,45.41,-7.7,7.99,-0.75
1719,2015-08-31,49.2,8.8,8.05,-0.49
1720,2015-08-28,45.22,6.25,8.09,0.75
1721,2015-08-27,42.56,10.26,8.03,-0.62
1722,2015-08-26,38.6,-1.81,8.08,-1.82
1723,2015-08-25,39.31,2.8,8.23,0.98
1724,2015-08-24,38.24,-5.46,8.15,-0.37
1725,2015-08-21,40.45,-1.68,8.18,-1.92
1726,2015-08-20,41.14,0.83,8.34,0.24
1727,2015-08-19,40.8,-4.27,8.32,0.85
1728,2015-08-18,42.62,1.79,8.25,0.36
1729,2015-08-17,41.87,-1.48,8.22,-0.96
1730,2015-08-14,42.5,0.64,8.3,1.59
1731,2015-08-13,42.23,-2.47,8.17,0.0
1732,2015-08-12,43.3,0.51,8.17,1.24
1733,2015-08-11,43.08,-4.18,8.07,2.15
1734,2015-08-10,44.96,2.48,7.9,1.8
1735,2015-08-07,43.87,-1.77,7.76,-0.77
1736,2015-08-06,44.66,-1.09,7.82,0.13
1737,2015-08-05,45.15,-1.29,7.81,-0.89
1738,2015-08-04,45.74,1.26,7.88,-0.63
1739,2015-08-03,45.17,-4.14,7.93,1.02
1740,2015-07-31,47.12,-2.89,7.85,-0.13
1741,2015-07-30,48.52,-0.55,7.86,-2.24
1742,2015-07-29,48.79,1.69,8.04,0.5
1743,2015-07-28,47.98,1.24,8.0,0.0
1744,2015-07-27,47.39,-1.56,8.0,0.25
1745,2015-07-24,48.14,-0.64,7.98,-0.87
1746,2015-07-23,48.45,-1.5,8.05,1.39
1747,2015-07-22,49.19,-2.32,7.94,0.0
1748,2015-07-21,50.36,0.42,7.94,-0.25
1749,2015-07-20,50.15,-1.45,7.96,3.11
1750,2015-07-17,50.89,-0.04,7.72,1.05
1751,2015-07-16,50.91,-0.97,7.64,-1.29
1752,2015-07-15,51.41,-3.07,7.74,0.39
1753,2015-07-14,53.04,1.61,7.71,-0.77
1754,2015-07-13,52.2,-1.02,7.77,2.37
1755,2015-07-10,52.74,-0.08,7.59,1.74
1756,2015-07-09,52.78,2.19,7.46,0.4
1757,2015-07-08,51.65,-1.3,7.43,-0.13
1758,2015-07-07,52.33,-0.38,7.44,1.09
1759,2015-07-06,52.53,-5.39,7.36,-0.81
1760,2015-07-03,55.52,-2.48,7.42,-0.13
1761,2015-07-02,56.93,-0.05,7.43,-0.54
1762,2015-07-01,56.96,-4.22,7.47,0.67
1763,2015-06-30,59.47,1.95,7.42,1.23
1764,2015-06-29,58.33,-2.18,7.33,-2.53
1765,2015-06-26,59.63,-0.12,7.52,-0.79
1766,2015-06-25,59.7,-0.95,7.58,1.34
1767,2015-06-24,60.27,-1.21,7.48,0.0
1768,2015-06-23,61.01,2.23,7.48,0.27
1769,2015-06-22,59.68,0.12,7.46,0.67
1770,2015-06-19,59.61,-1.39,7.41,-0.54
1771,2015-06-18,60.45,0.88,7.45,-0.13
1772,2015-06-17,59.92,-0.08,7.46,0.67
1773,2015-06-16,59.97,0.76,7.41,-1.33
1774,2015-06-15,59.52,-0.73,7.51,-1.31
1775,2015-06-12,59.96,-1.33,7.61,1.47
1776,2015-06-11,60.77,-1.07,7.5,-1.06
1777,2015-06-10,61.43,2.14,7.58,0.26
1778,2015-06-09,60.14,3.44,7.56,1.61
1779,2015-06-08,58.14,-1.67,7.44,0.54
1780,2015-06-05,59.13,1.95,7.4,0.14
1781,2015-06-04,58.0,-2.75,7.39,-1.2
1782,2015-06-03,59.64,-2.64,7.48,0.54
1783,2015-06-02,61.26,1.76,7.44,2.76
1784,2015-06-01,60.2,-0.17,7.24,-1.09
1785,2015-05-29,60.3,4.54,7.32,1.95
1786,2015-05-28,57.68,0.3,7.18,0.14
1787,2015-05-27,57.51,-0.9,7.17,-0.69
1788,2015-05-26,58.03,-3.03,7.22,-1.9
1789,2015-05-25,59.85,-0.12,7.36,0.82
1790,2015-05-24,59.92,0.33,,
1791,2015-05-22,59.72,-1.65,7.3,0.0
1792,2015-05-21,60.72,2.95,7.3,-0.68
1793,2015-05-20,58.98,3.0,7.35,-0.27
1794,2015-05-19,57.26,-3.65,7.37,-3.03
1795,2015-05-18,59.43,-0.44,7.6,0.13
1796,2015-05-15,59.69,-0.32,7.59,0.53
1797,2015-05-14,59.88,-1.02,7.55,-1.18
1798,2015-05-13,60.5,-0.41,7.64,0.66
1799,2015-05-12,60.75,2.53,7.59,-0.39
1800,2015-05-11,59.25,-0.24,7.62,1.2
1801,2015-05-08,59.39,0.76,7.53,1.35
1802,2015-05-07,58.94,-3.27,7.43,-1.33
1803,2015-05-06,60.93,0.88,7.53,-0.26
1804,2015-05-05,60.4,2.49,7.55,-0.4
1805,2015-05-04,58.93,-0.37,7.58,1.34
1806,2015-05-01,59.15,-0.8,7.48,1.22
1807,2015-04-30,59.63,1.79,7.39,-0.94
1808,2015-04-29,58.58,2.66,7.46,1.5
1809,2015-04-28,57.06,0.12,7.35,2.8
1810,2015-04-27,56.99,-0.28,7.15,-1.79
1811,2015-04-24,57.15,-1.02,7.28,0.41
1812,2015-04-23,57.74,2.81,7.25,2.26
1813,2015-04-22,56.16,1.63,7.09,0.14
1814,2015-04-21,55.26,-1.99,7.08,-0.7
1815,2015-04-20,56.38,1.15,7.13,4.24
1816,2015-04-17,55.74,-1.71,6.84,-0.44
1817,2015-04-16,56.71,0.57,6.87,0.29
1818,2015-04-15,56.39,5.82,6.85,0.74
1819,2015-04-14,53.29,2.66,6.8,0.0
1820,2015-04-13,51.91,0.52,6.8,-2.02
1821,2015-04-10,51.64,1.67,6.94,-1.0
1822,2015-04-09,50.79,0.73,7.01,-1.54
1823,2015-04-08,50.42,-6.6,7.12,0.14
1824,2015-04-07,53.98,3.53,7.11,-0.56
1825,2015-04-06,52.14,6.11,,
1826,2015-04-03,49.14,0.0,,
1827,2015-04-02,49.14,-1.9,7.15,0.14
1828,2015-04-01,50.09,5.23,7.14,3.18
1829,2015-03-31,47.6,-2.22,6.92,0.58
1830,2015-03-30,48.68,-0.39,6.88,1.78
1831,2015-03-27,48.87,-4.98,6.76,-2.73
1832,2015-03-26,51.43,4.51,6.95,-0.29
1833,2015-03-25,49.21,3.58,6.97,-0.85
1834,2015-03-24,47.51,0.13,7.03,-0.14
1835,2015-03-23,47.45,3.78,7.04,0.0
1836,2015-03-20,45.72,4.0,7.04,5.55
1837,2015-03-19,43.96,-1.57,6.67,-1.04
1838,2015-03-18,44.66,2.76,6.74,0.15
1839,2015-03-17,43.46,-0.96,6.73,3.7
1840,2015-03-16,43.88,-2.14,6.49,0.46
1841,2015-03-13,44.84,-4.7,6.46,0.78
1842,2015-03-12,47.05,-2.33,6.41,-5.18
1843,2015-03-11,48.17,-0.25,6.76,-0.88
1844,2015-03-10,48.29,-3.42,6.82,2.1
1845,2015-03-09,50.0,0.79,6.68,-1.76
1846,2015-03-06,49.61,-2.27,6.8,0.74
1847,2015-03-05,50.76,-1.49,6.75,-3.85
1848,2015-03-04,51.53,2.0,7.02,4.31
1849,2015-03-03,50.52,1.88,6.73,-3.17
1850,2015-03-02,49.59,-0.34,6.95,-2.11
1851,2015-02-27,49.76,3.3,7.1,0.57
1852,2015-02-26,48.17,-5.53,7.06,-4.47
1853,2015-02-25,50.99,3.47,7.39,-1.07
1854,2015-02-24,49.28,-0.34,7.47,-2.99
1855,2015-02-23,49.45,-1.77,7.7,5.19
1856,2015-02-20,50.34,-1.6,7.32,-0.27
1857,2015-02-19,51.16,-1.88,7.34,-2.0
1858,2015-02-18,52.14,-2.6,7.49,0.27
1859,2015-02-17,53.53,-0.15,7.47,-2.35
1860,2015-02-16,53.61,-0.82,7.65,0.26
1861,2015-02-15,54.06,2.42,,
1862,2015-02-13,52.78,3.07,7.63,3.25
1863,2015-02-12,51.21,4.85,7.39,2.21
1864,2015-02-11,48.84,-2.36,7.23,1.83
1865,2015-02-10,50.02,-5.37,7.1,2.75
1866,2015-02-09,52.86,2.26,6.91,-0.58
1867,2015-02-06,51.69,2.4,6.95,-0.71
1868,2015-02-05,50.48,4.19,7.0,1.01
1869,2015-02-04,48.45,-8.67,6.93,-1.84
1870,2015-02-03,53.05,7.02,7.06,-0.98
1871,2015-02-02,49.57,2.76,7.13,0.71
1872,2015-01-30,48.24,8.33,7.08,0.28
1873,2015-01-29,44.53,0.18,7.06,1.58
1874,2015-01-28,44.45,-3.85,6.95,1.61
1875,2015-01-27,46.23,2.39,6.84,-0.15
1876,2015-01-26,45.15,-0.97,6.85,0.74
1877,2015-01-23,45.59,-1.55,6.8,0.59
1878,2015-01-22,46.31,-3.08,6.76,-7.65
1879,2015-01-21,47.78,3.0,7.32,2.23
1880,2015-01-20,46.39,-2.91,7.16,-0.69
1881,2015-01-19,47.78,-2.18,7.21,1.12
1882,2015-01-18,48.85,0.32,,
1883,2015-01-16,48.69,5.28,7.13,0.14
1884,2015-01-15,46.25,-4.6,7.12,-0.56
1885,2015-01-14,48.48,5.64,7.16,-1.78
1886,2015-01-13,45.89,-0.39,7.29,8.64
1887,2015-01-12,46.07,-4.74,6.71,0.0
1888,2015-01-09,48.36,-0.88,6.71,-1.47
1889,2015-01-08,48.79,0.29,6.81,0.44
1890,2015-01-07,48.65,1.5,6.78,0.15
1891,2015-01-06,47.93,-4.22,6.77,-1.88
1892,2015-01-05,50.04,-5.03,6.9,-1.57
1893,2015-01-02,52.69,-3.44,7.01,-3.31
1894,2015-01-01,54.56,2.43,,
1895,2021-12-24,,,75.86,1.34
